Date,Open,Close,Adj Close
6/29/90,168.399994,169.119995,169.119995
7/2/90,169.119995,169,169
7/3/90,169,168.940002,168.940002
7/5/90,168.940002,168.020004,168.020004
7/6/90,168.009995,168.199997,168.199997
7/9/90,168.199997,168.110001,168.110001
7/10/90,168.119995,167.690002,167.690002
7/11/90,167.679993,168.660004,168.660004
7/12/90,168.669998,169.429993,169.429993
7/13/90,169.429993,170.039993,170.039993
7/16/90,170.059998,169.970001,169.970001
7/17/90,170.029999,168.889999,168.889999
7/18/90,168.889999,167.860001,167.860001
7/19/90,167.860001,167.020004,167.020004
7/20/90,167.039993,166.820007,166.820007
7/23/90,166.820007,162.869995,162.869995
7/24/90,162.889999,163.240005,163.240005
7/25/90,163.25,163.690002,163.690002
7/26/90,163.690002,164.080002,164.080002
7/27/90,164.080002,163.169998,163.169998
7/30/90,163.169998,161.949997,161.949997
7/31/90,161.949997,161.509995,161.509995
8/1/90,161.5,160.759995,160.759995
8/2/90,160.779999,158.580002,158.580002
8/3/90,158.600006,154.350006,154.350006
8/6/90,154.350006,149.009995,149.009995
8/7/90,149.020004,149.199997,149.199997
8/8/90,149.210007,151.119995,151.119995
8/9/90,151.119995,152.539993,152.539993
8/10/90,152.529999,150.839996,150.839996
8/13/90,150.839996,150.119995,150.119995
8/14/90,150.410004,151.139999,151.139999
8/15/90,151.149994,151.300003,151.300003
8/16/90,151.309998,148.470001,148.470001
8/17/90,148.470001,145.639999,145.639999
8/20/90,145.639999,144.160004,144.160004
8/21/90,144.160004,140.779999,140.779999
8/22/90,140.789993,139,139
8/23/90,138.990005,132.919998,132.919998
8/24/90,132.899994,134.220001,134.220001
8/27/90,134.210007,138.669998,138.669998
8/28/90,138.669998,139.570007,139.570007
8/29/90,139.559998,140.050003,140.050003
8/30/90,140.050003,139.320007,139.320007
8/31/90,139.309998,139.509995,139.509995
9/4/90,139.5,139.110001,139.110001
9/5/90,139.110001,140.020004,140.020004
9/6/90,140.020004,139.339996,139.339996
9/7/90,139.350006,140.110001,140.110001
9/10/90,140.110001,140.330002,140.330002
9/11/90,140.320007,139.779999,139.779999
9/12/90,139.789993,139.889999,139.889999
9/13/90,139.880005,138.710007,138.710007
9/14/90,138.710007,137.889999,137.889999
9/17/90,137.889999,137.470001,137.470001
9/18/90,137.479996,136.899994,136.899994
9/19/90,136.899994,136.770004,136.770004
9/20/90,136.779999,134.710007,134.710007
9/21/90,134.699997,133.740005,133.740005
9/24/90,133.75,130.369995,130.369995
9/25/90,130.389999,130.520004,130.520004
9/26/90,130.520004,128.649994,128.649994
9/27/90,128.660004,126.18,126.18
9/28/90,126.169998,126.699997,126.699997
10/1/90,126.739998,128.419998,128.419998
10/2/90,128.410004,129.059998,129.059998
10/3/90,129.070007,128.059998,128.059998
10/4/90,128.070007,127.720001,127.720001
10/5/90,127.699997,126.839996,126.839996
10/8/90,126.830002,126.910004,126.910004
10/9/90,126.919998,124.339996,124.339996
10/10/90,124.339996,122.779999,122.779999
10/11/90,122.779999,120.019997,120.019997
10/12/90,120.019997,120.379997,120.379997
10/15/90,120.379997,120.440002,120.440002
10/16/90,120.43,119.32,119.32
10/17/90,119.32,119.480003,119.480003
10/18/90,119.489998,120.959999,120.959999
10/19/90,120.959999,122.120003,122.120003
10/22/90,122.110001,121.599998,121.599998
10/23/90,121.610001,122.279999,122.279999
10/24/90,122.279999,122.25,122.25
10/25/90,122.260002,122.389999,122.389999
10/26/90,122.389999,120.860001,120.860001
10/29/90,120.860001,119.690002,119.690002
10/30/90,119.68,118.82,118.82
10/31/90,118.82,118.830002,118.830002
11/1/90,118.849998,118.910004,118.910004
11/2/90,118.910004,120.360001,120.360001
11/5/90,120.349998,121.290001,121.290001
11/6/90,121.279999,121.300003,121.300003
11/7/90,121.309998,120.349998,120.349998
11/8/90,120.360001,120.160004,120.160004
11/9/90,120.160004,121.300003,121.300003
11/12/90,121.300003,123.230003,123.230003
11/13/90,123.220001,123.650002,123.650002
11/14/90,123.639999,124.739998,124.739998
11/15/90,124.739998,124.309998,124.309998
11/16/90,124.309998,124.25,124.25
11/19/90,124.269997,124.730003,124.730003
11/20/90,124.730003,124.129997,124.129997
11/21/90,124.139999,124.029999,124.029999
11/23/90,124.040001,124.260002,124.260002
11/26/90,124.260002,123.989998,123.989998
11/27/90,123.989998,125.239998,125.239998
11/28/90,125.25,125.989998,125.989998
11/29/90,126,126.099998,126.099998
11/30/90,126.110001,127.510002,127.510002
12/3/90,127.5,128.149994,128.149994
12/4/90,128.160004,128.729996,128.729996
12/5/90,128.720001,130.699997,130.699997
12/6/90,130.710007,131.130005,131.130005
12/7/90,131.130005,130.949997,130.949997
12/10/90,130.940002,130.699997,130.699997
12/11/90,130.690002,129.869995,129.869995
12/12/90,129.850006,130.570007,130.570007
12/13/90,130.570007,130.949997,130.949997
12/14/90,130.940002,130.169998,130.169998
12/17/90,130.169998,129.119995,129.119995
12/18/90,129.130005,129.949997,129.949997
12/19/90,129.949997,130.580002,130.580002
12/20/90,130.570007,130.720001,130.720001
12/21/90,130.720001,130.850006,130.850006
12/24/90,130.860001,130.460007,130.460007
12/26/90,130.460007,130.830002,130.830002
12/27/90,130.759995,130.619995,130.619995
12/28/90,130.610001,130.460007,130.460007
12/31/90,130.440002,132.199997,132.199997
1/2/91,132.190002,131.649994,131.649994
1/3/91,131.639999,130.350006,130.350006
1/4/91,130.350006,130.210007,130.210007
1/7/91,130.199997,128.199997,128.199997
1/8/91,128.190002,127.57,127.57
1/9/91,127.57,126.709999,126.709999
1/10/91,126.720001,127.559998,127.559998
1/11/91,127.559998,127.620003,127.620003
1/14/91,127.599998,125.389999,125.389999
1/15/91,125.379997,125.25,125.25
1/16/91,125.260002,126.800003,126.800003
1/17/91,126.809998,130.25,130.25
1/18/91,130.240005,129.839996,129.839996
1/21/91,129.830002,130.339996,130.339996
1/22/91,130.350006,131.080002,131.080002
1/23/91,131.080002,132.630005,132.630005
1/24/91,132.630005,135.039993,135.039993
1/25/91,135.050003,136.490005,136.490005
1/28/91,136.470001,137.800003,137.800003
1/29/91,137.809998,139.220001,139.220001
1/30/91,139.229996,142.029999,142.029999
1/31/91,142.039993,144.169998,144.169998
2/1/91,144.149994,145.5,145.5
2/4/91,145.490005,148.160004,148.160004
2/5/91,148.169998,150.199997,150.199997
2/6/91,150.190002,152.289993,152.289993
2/7/91,152.289993,151.080002,151.080002
2/8/91,151.080002,151.720001,151.720001
2/11/91,151.699997,154.169998,154.169998
2/12/91,154.169998,154.210007,154.210007
2/13/91,154.220001,155.880005,155.880005
2/14/91,155.899994,155.320007,155.320007
2/15/91,155.320007,156.830002,156.830002
2/19/91,156.830002,156.759995,156.759995
2/20/91,156.759995,155.440002,155.440002
2/21/91,155.460007,156.360001,156.360001
2/22/91,156.360001,157.410004,157.410004
2/25/91,157.419998,158.440002,158.440002
2/26/91,158.429993,157.130005,157.130005
2/27/91,157.139999,158.440002,158.440002
2/28/91,158.419998,160,160
3/1/91,160,161.259995,161.259995
3/4/91,161.25,163.490005,163.490005
3/5/91,163.490005,166.779999,166.779999
3/6/91,166.779999,167.029999,167.029999
3/7/91,167.039993,167.660004,167.660004
3/8/91,167.649994,167.960007,167.960007
3/11/91,167.970001,166.449997,166.449997
3/12/91,166.470001,164.869995,164.869995
3/13/91,164.869995,166.080002,166.080002
3/14/91,166.080002,166.229996,166.229996
3/15/91,166.210007,165.360001,165.360001
3/18/91,165.360001,165.369995,165.369995
3/19/91,165.380005,164.089996,164.089996
3/20/91,164.080002,165.509995,165.509995
3/21/91,165.509995,165.779999,165.779999
3/22/91,165.770004,165.800003,165.800003
3/25/91,165.809998,166.720001,166.720001
3/26/91,166.729996,168.639999,168.639999
3/27/91,168.630005,169.820007,169.820007
3/28/91,169.830002,171.009995,171.009995
4/1/91,171.020004,170.309998,170.309998
4/2/91,170.309998,172.610001,172.610001
4/3/91,172.619995,173.75,173.75
4/4/91,173.740005,174.520004,174.520004
4/5/91,174.520004,173.889999,173.889999
4/8/91,173.889999,174.029999,174.029999
4/9/91,174.029999,173.119995,173.119995
4/10/91,173.110001,173.130005,173.130005
4/11/91,173.139999,174.789993,174.789993
4/12/91,174.789993,175.779999,175.779999
4/15/91,175.789993,175.740005,175.740005
4/16/91,175.75,177.309998,177.309998
4/17/91,177.309998,178.710007,178.710007
4/18/91,178.699997,177.580002,177.580002
4/19/91,177.570007,176.419998,176.419998
4/22/91,176.440002,173.690002,173.690002
4/23/91,173.699997,174.050003,174.050003
4/24/91,174.029999,175,175
4/25/91,175.009995,174.600006,174.600006
4/26/91,174.589996,173.820007,173.820007
4/29/91,173.839996,172.059998,172.059998
4/30/91,172.039993,170.610001,170.610001
5/1/91,170.589996,172.199997,172.199997
5/2/91,172.199997,173.639999,173.639999
5/3/91,173.660004,173.960007,173.960007
5/6/91,173.970001,173.779999,173.779999
5/7/91,173.770004,173.960007,173.960007
5/8/91,173.949997,174.610001,174.610001
5/9/91,174.589996,175.789993,175.789993
5/10/91,175.789993,174.270004,174.270004
5/13/91,174.279999,174.369995,174.369995
5/14/91,174.369995,172.600006,172.600006
5/15/91,172.600006,169.470001,169.470001
5/16/91,169.490005,170.720001,170.720001
5/17/91,170.710007,170.610001,170.610001
5/20/91,170.619995,170.360001,170.360001
5/21/91,170.369995,171.440002,171.440002
5/22/91,171.449997,171.800003,171.800003
5/23/91,171.820007,172.410004,172.410004
5/24/91,172.410004,173.220001,173.220001
5/28/91,173.210007,174.320007,174.320007
5/29/91,174.309998,175.169998,175.169998
5/30/91,175.169998,176.820007,176.820007
5/31/91,176.820007,178.339996,178.339996
6/3/91,178.330002,178.520004,178.520004
6/4/91,178.539993,178.539993,178.539993
6/5/91,178.550003,178.509995,178.509995
6/6/91,178.509995,178.399994,178.399994
6/7/91,178.399994,177.149994,177.149994
6/10/91,177.169998,176.570007,176.570007
6/11/91,176.570007,176.630005,176.630005
6/12/91,176.630005,174.660004,174.660004
6/13/91,174.649994,174.710007,174.710007
6/14/91,174.710007,175.600006,175.600006
6/17/91,175.589996,175.259995,175.259995
6/18/91,175.270004,174.679993,174.679993
6/19/91,174.669998,172.929993,172.929993
6/20/91,172.949997,172.520004,172.520004
6/21/91,172.520004,172.449997,172.449997
6/24/91,172.460007,169.270004,169.270004
6/25/91,169.279999,168.279999,168.279999
6/26/91,168.279999,167.630005,167.630005
6/27/91,167.619995,168.220001,168.220001
6/28/91,168.229996,167.610001,167.610001
7/1/91,167.619995,168.470001,168.470001
7/2/91,168.479996,168.220001,168.220001
7/3/91,168.210007,167.050003,167.050003
7/5/91,167.050003,167.009995,167.009995
7/8/91,167,167.460007,167.460007
7/9/91,167.470001,168.130005,168.130005
7/10/91,168.130005,169.039993,169.039993
7/11/91,169.039993,169.039993,169.039993
7/12/91,169.039993,170.050003,170.050003
7/15/91,170.039993,171.080002,171.080002
7/16/91,171.089996,171.139999,171.139999
7/17/91,171.119995,171.309998,171.309998
7/18/91,171.300003,172.270004,172.270004
7/19/91,172.289993,172.869995,172.869995
7/22/91,172.869995,172.429993,172.429993
7/23/91,172.440002,171.240005,171.240005
7/24/91,171.229996,170.179993,170.179993
7/25/91,170.169998,170.570007,170.570007
7/26/91,170.570007,170.649994,170.649994
7/29/91,170.660004,170.660004,170.660004
7/30/91,170.669998,171.539993,171.539993
7/31/91,171.550003,172.759995,172.759995
8/1/91,172.759995,172.75,172.75
8/2/91,172.75,173.050003,173.050003
8/5/91,173.050003,172.490005,172.490005
8/6/91,172.5,172.910004,172.910004
8/7/91,172.929993,173.070007,173.070007
8/8/91,173.050003,173.210007,173.210007
8/9/91,173.199997,173.320007,173.320007
8/12/91,173.320007,173.550003,173.550003
8/13/91,173.559998,174.440002,174.440002
8/14/91,174.429993,174.869995,174.869995
8/15/91,174.860001,174.720001,174.720001
8/16/91,174.720001,174.089996,174.089996
8/19/91,174.070007,169.169998,169.169998
8/20/91,169.169998,170.729996,170.729996
8/21/91,170.729996,174.960007,174.960007
8/22/91,174.970001,175.539993,175.539993
8/23/91,175.539993,176.210007,176.210007
8/26/91,176.210007,176.580002,176.580002
8/27/91,176.570007,176.740005,176.740005
8/28/91,176.759995,178.199997,178.199997
8/29/91,178.210007,178.539993,178.539993
8/30/91,178.529999,179.110001,179.110001
9/3/91,179.089996,177.979996,177.979996
9/4/91,177.970001,177.339996,177.339996
9/5/91,177.350006,177.350006,177.350006
9/6/91,177.339996,177.449997,177.449997
9/9/91,177.460007,177.470001,177.470001
9/10/91,177.470001,175.710007,175.710007
9/11/91,175.710007,176.089996,176.089996
9/12/91,176.080002,177.039993,177.039993
9/13/91,177.039993,176.740005,176.740005
9/16/91,176.759995,176.419998,176.419998
9/17/91,176.429993,176.240005,176.240005
9/18/91,176.259995,176.910004,176.910004
9/19/91,176.899994,178.229996,178.229996
9/20/91,178.229996,179.339996,179.339996
9/23/91,179.320007,178.800003,178.800003
9/24/91,178.800003,179.039993,179.039993
9/25/91,179.050003,178.960007,178.960007
9/26/91,178.979996,179.130005,179.130005
9/27/91,179.130005,178.679993,178.679993
9/30/91,178.690002,180.160004,180.160004
10/1/91,180.149994,180.080002,180.080002
10/2/91,180.100006,179.789993,179.789993
10/3/91,179.800003,178.220001,178.220001
10/4/91,178.210007,178,178
10/7/91,178,176.669998,176.669998
10/8/91,176.669998,177.080002,177.080002
10/9/91,177.080002,176.270004,176.270004
10/10/91,176.270004,176.429993,176.429993
10/11/91,176.440002,176.970001,176.970001
10/14/91,176.979996,178.479996,178.479996
10/15/91,178.479996,180.589996,180.589996
10/16/91,180.600006,182.839996,182.839996
10/17/91,182.850006,182.830002,182.830002
10/18/91,182.820007,183.419998,183.419998
10/21/91,183.419998,182.979996,182.979996
10/22/91,182.979996,183,183
10/23/91,183.020004,182.960007,182.960007
10/24/91,182.960007,180.860001,180.860001
10/25/91,180.869995,179.940002,179.940002
10/28/91,179.940002,180.740005,180.740005
10/29/91,180.740005,181.899994,181.899994
10/30/91,181.889999,183.350006,183.350006
10/31/91,183.360001,185,185
11/1/91,184.970001,184.619995,184.619995
11/4/91,184.630005,183.860001,183.860001
11/5/91,183.850006,183.960007,183.960007
11/6/91,183.970001,184.339996,184.339996
11/7/91,184.350006,185.800003,185.800003
11/8/91,185.789993,186.300003,186.300003
11/11/91,186.300003,186.789993,186.789993
11/12/91,186.789993,188.020004,188.020004
11/13/91,188.009995,188.039993,188.039993
11/14/91,188.020004,187.820007,187.820007
11/15/91,187.830002,181.720001,181.720001
11/18/91,181.720001,181.660004,181.660004
11/19/91,181.639999,177.550003,177.550003
11/20/91,177.550003,178.139999,178.139999
11/21/91,178.130005,178.75,178.75
11/22/91,178.770004,177.369995,177.369995
11/25/91,177.360001,176.119995,176.119995
11/26/91,176.110001,175.580002,175.580002
11/27/91,175.589996,175.520004,175.520004
11/29/91,175.529999,176.369995,176.369995
12/2/91,176.369995,176.649994,176.649994
12/3/91,176.509995,177.399994,177.399994
12/4/91,177.389999,177.820007,177.820007
12/5/91,177.830002,177.229996,177.229996
12/6/91,177.210007,177.539993,177.539993
12/9/91,177.550003,176.699997,176.699997
12/10/91,176.679993,175.779999,175.779999
12/11/91,175.779999,174.699997,174.699997
12/12/91,174.699997,175.789993,175.789993
12/13/91,175.809998,177.5,177.5
12/16/91,177.490005,178.550003,178.550003
12/17/91,178.559998,177.660004,177.660004
12/18/91,177.660004,177.369995,177.369995
12/19/91,177.380005,176.199997,176.199997
12/20/91,176.199997,176.070007,176.070007
12/23/91,176.080002,177.899994,177.899994
12/24/91,177.919998,179.550003,179.550003
12/26/91,179.550003,182.350006,182.350006
12/27/91,182.350006,184.229996,184.229996
12/30/91,184.229996,187.839996,187.839996
12/31/91,187.830002,189.940002,189.940002
1/2/92,189.949997,188.75,188.75
1/3/92,189.940002,192.089996,192.089996
1/6/92,192.100006,194.330002,194.330002
1/7/92,194.429993,195.770004,195.770004
1/8/92,195.789993,198.080002,198.080002
1/9/92,198.089996,200.570007,200.570007
1/10/92,200.589996,199.309998,199.309998
1/13/92,199.289993,199.860001,199.860001
1/14/92,199.869995,202.350006,202.350006
1/15/92,202.339996,204.300003,204.300003
1/16/92,204.309998,204.389999,204.389999
1/17/92,204.410004,205.059998,205.059998
1/20/92,205.039993,204.300003,204.300003
1/21/92,204.289993,200.940002,200.940002
1/22/92,200.949997,203.710007,203.710007
1/23/92,203.729996,204.660004,204.660004
1/24/92,204.649994,205.419998,205.419998
1/27/92,205.429993,205.059998,205.059998
1/28/92,205.050003,204.979996,204.979996
1/29/92,204.970001,203.869995,203.869995
1/30/92,203.869995,204.869995,204.869995
1/31/92,204.880005,205.160004,205.160004
2/3/92,205.160004,205.869995,205.869995
2/4/92,205.869995,207.820007,207.820007
2/5/92,207.820007,209.339996,209.339996
2/6/92,209.350006,210.259995,210.259995
2/7/92,210.240005,210.080002,210.080002
2/10/92,210.080002,210.529999,210.529999
2/11/92,210.550003,210.710007,210.710007
2/12/92,210.710007,212.610001,212.610001
2/13/92,212.619995,211.539993,211.539993
2/14/92,211.529999,211.559998,211.559998
2/18/92,211.550003,210.080002,210.080002
2/19/92,210.070007,208.360001,208.360001
2/20/92,208.369995,210.889999,210.889999
2/21/92,210.889999,210.399994,210.399994
2/24/92,210.399994,208.889999,208.889999
2/25/92,208.869995,207.580002,207.580002
2/26/92,207.589996,210.199997,210.199997
2/27/92,210.220001,211.009995,211.009995
2/28/92,211.020004,211.149994,211.149994
3/2/92,211.169998,211.789993,211.789993
3/3/92,211.770004,212.089996,212.089996
3/4/92,212.089996,211.270004,211.270004
3/5/92,211.270004,208.690002,208.690002
3/6/92,208.690002,207.240005,207.240005
3/9/92,207.240005,206.860001,206.860001
3/10/92,206.869995,208.199997,208.199997
3/11/92,208.179993,206.869995,206.869995
3/12/92,206.869995,205.979996,205.979996
3/13/92,205.990005,206.759995,206.759995
3/16/92,206.759995,206.089996,206.089996
3/17/92,206.110001,207.220001,207.220001
3/18/92,207.229996,208.160004,208.160004
3/19/92,208.149994,208.470001,208.470001
3/20/92,208.479996,208.350006,208.350006
3/23/92,208.369995,207.770004,207.770004
3/24/92,207.75,206.910004,206.910004
3/25/92,206.929993,206.919998,206.919998
3/26/92,206.919998,206.240005,206.240005
3/27/92,206.259995,203.839996,203.839996
3/30/92,203.839996,202.949997,202.949997
3/31/92,202.940002,203.699997,203.699997
4/1/92,203.699997,202.380005,202.380005
4/2/92,202.389999,200.490005,200.490005
4/3/92,200.479996,199.039993,199.039993
4/6/92,199.039993,199.580002,199.580002
4/7/92,199.589996,195.990005,195.990005
4/8/92,196,193.050003,193.050003
4/9/92,193.029999,196.229996,196.229996
4/10/92,196.240005,197.119995,197.119995
4/13/92,197.100006,197.059998,197.059998
4/14/92,197.039993,198.910004,198.910004
4/15/92,199.539993,199.679993,199.679993
4/16/92,199.690002,198.419998,198.419998
4/20/92,198.440002,195.169998,195.169998
4/21/92,195.149994,194.710007,194.710007
4/22/92,194.710007,195,195
4/23/92,194.990005,194.710007,194.710007
4/24/92,194.720001,194.559998,194.559998
4/27/92,194.550003,193.179993,193.179993
4/28/92,193.169998,191.619995,191.619995
4/29/92,191.619995,193.570007,193.570007
4/30/92,193.600006,196.259995,196.259995
5/1/92,196.270004,196.550003,196.550003
5/4/92,196.559998,197.759995,197.759995
5/5/92,197.759995,198.479996,198.479996
5/6/92,198.470001,199.139999,199.139999
5/7/92,199.130005,198.949997,198.949997
5/8/92,198.960007,198.910004,198.910004
5/11/92,198.889999,199.669998,199.669998
5/12/92,199.679993,199.220001,199.220001
5/13/92,199.229996,199.080002,199.080002
5/14/92,199.080002,197.570007,197.570007
5/15/92,197.570007,196.929993,196.929993
5/18/92,196.949997,197.190002,197.190002
5/19/92,197.199997,197.210007,197.210007
5/20/92,197.199997,197.419998,197.419998
5/21/92,197.399994,197.289993,197.289993
5/22/92,197.289993,198.089996,198.089996
5/26/92,198.089996,196.669998,196.669998
5/27/92,196.679993,196.839996,196.839996
5/28/92,196.949997,197.429993,197.429993
5/29/92,197.429993,198.520004,198.520004
6/1/92,198.520004,199.380005,199.380005
6/2/92,199.380005,199.940002,199.940002
6/3/92,199.940002,199.970001,199.970001
6/4/92,199.970001,199.820007,199.820007
6/5/92,199.830002,199.139999,199.139999
6/8/92,199.139999,198.600006,198.600006
6/9/92,198.589996,196.490005,196.490005
6/10/92,196.490005,195.029999,195.029999
6/11/92,195.020004,194.039993,194.039993
6/12/92,194.050003,194.440002,194.440002
6/15/92,194.440002,193.899994,193.899994
6/16/92,193.889999,192.830002,192.830002
6/17/92,192.839996,189.300003,189.300003
6/18/92,189.309998,187.600006,187.600006
6/19/92,187.610001,188.270004,188.270004
6/22/92,188.279999,186.470001,186.470001
6/23/92,186.470001,186.949997,186.949997
6/24/92,186.949997,186.369995,186.369995
6/25/92,186.360001,185.940002,185.940002
6/26/92,185.929993,186.009995,186.009995
6/29/92,186.020004,187.130005,187.130005
6/30/92,187.139999,188.580002,188.580002
7/1/92,188.570007,189.589996,189.589996
7/2/92,189.589996,188.330002,188.330002
7/6/92,188.350006,187.770004,187.770004
7/7/92,187.770004,186.559998,186.559998
7/8/92,186.559998,185.809998,185.809998
7/9/92,185.830002,187.669998,187.669998
7/10/92,187.669998,188.850006,188.850006
7/13/92,188.850006,189.520004,189.520004
7/14/92,189.509995,190.839996,190.839996
7/15/92,190.830002,191.139999,191.139999
7/16/92,191.139999,191.240005,191.240005
7/17/92,191.240005,190.419998,190.419998
7/20/92,190.410004,189.029999,189.029999
7/21/92,189.039993,189.770004,189.770004
7/22/92,189.770004,188.910004,188.910004
7/23/92,188.929993,189.25,189.25
7/24/92,189.259995,189.600006,189.600006
7/27/92,189.580002,189.729996,189.729996
7/28/92,189.740005,191.490005,191.490005
7/29/92,191.490005,192.990005,192.990005
7/30/92,192.979996,193.830002,193.830002
7/31/92,193.820007,194.740005,194.740005
8/3/92,194.729996,195.350006,195.350006
8/4/92,195.350006,195.399994,195.399994
8/5/92,195.399994,194.479996,194.479996
8/6/92,194.460007,193.419998,193.419998
8/7/92,193.410004,193.429993,193.429993
8/10/92,193.419998,192.729996,192.729996
8/11/92,192.740005,192.570007,192.570007
8/12/92,192.580002,192.389999,192.389999
8/13/92,192.399994,192.110001,192.110001
8/14/92,192.110001,192.619995,192.619995
8/17/92,192.610001,192.809998,192.809998
8/18/92,192.809998,192.559998,192.559998
8/19/92,192.559998,191.539993,191.539993
8/20/92,191.550003,190.940002,190.940002
8/21/92,190.949997,190.009995,190.009995
8/24/92,190,187.479996,187.479996
8/25/92,187.479996,186.630005,186.630005
